   1.570796E-02   5.000000E-02   6.217155E-02
   4.712389E-02   5.000000E-02   6.217155E-02
   7.853982E-02   5.000000E-02   6.217156E-02
   1.099557E-01   5.000000E-02   6.217157E-02
   1.413717E-01   5.000000E-02   6.217158E-02
   1.727876E-01   5.000000E-02   6.217160E-02
   2.042035E-01   5.000000E-02   6.217161E-02
   2.356194E-01   5.000000E-02   6.217164E-02
   2.670354E-01   5.000000E-02   6.217166E-02
   2.984513E-01   5.000000E-02   6.217169E-02
   3.298672E-01   5.000000E-02   6.217172E-02
   3.612832E-01   5.000000E-02   6.217175E-02
   3.926991E-01   5.000000E-02   6.217179E-02
   4.241150E-01   5.000000E-02   6.217183E-02
   4.555309E-01   5.000000E-02   6.217187E-02
   4.869469E-01   5.000000E-02   6.217191E-02
   5.183628E-01   5.000000E-02   6.217196E-02
   5.497787E-01   5.000000E-02   6.217201E-02
   5.811946E-01   5.000000E-02   6.217206E-02
   6.126106E-01   5.000000E-02   6.217212E-02
   6.440265E-01   5.000000E-02   6.217217E-02
   6.754424E-01   5.000000E-02   6.217223E-02
   7.068583E-01   5.000000E-02   6.217230E-02
   7.382743E-01   5.000000E-02   6.217236E-02
   7.696902E-01   5.000000E-02   6.217243E-02
   8.011061E-01   5.000000E-02   6.217250E-02
   8.325221E-01   5.000000E-02   6.217257E-02
   8.639380E-01   5.000000E-02   6.217264E-02
   8.953539E-01   5.000000E-02   6.217271E-02
   9.267698E-01   5.000000E-02   6.217279E-02
   9.581858E-01   5.000000E-02   6.217287E-02
   9.896017E-01   5.000000E-02   6.217295E-02
   1.021018E+00   5.000000E-02   6.217303E-02
   1.052434E+00   5.000000E-02   6.217311E-02
   1.083849E+00   5.000000E-02   6.217319E-02
   1.115265E+00   5.000000E-02   6.217328E-02
   1.146681E+00   5.000000E-02   6.217336E-02
   1.178097E+00   5.000000E-02   6.217345E-02
   1.209513E+00   5.000000E-02   6.217354E-02
   1.240929E+00   5.000000E-02   6.217363E-02
   1.272345E+00   5.000000E-02   6.217372E-02
   1.303761E+00   5.000000E-02   6.217381E-02
   1.335177E+00   5.000000E-02   6.217390E-02
   1.366593E+00   5.000000E-02   6.217399E-02
   1.398009E+00   5.000000E-02   6.217409E-02
   1.429425E+00   5.000000E-02   6.217418E-02
   1.460841E+00   5.000000E-02   6.217427E-02
   1.492257E+00   5.000000E-02   6.217437E-02
   1.523672E+00   5.000000E-02   6.217446E-02
   1.555088E+00   5.000000E-02   6.217455E-02
   1.586504E+00   5.000000E-02   6.217464E-02
   1.617920E+00   5.000000E-02   6.217474E-02
   1.649336E+00   5.000000E-02   6.217483E-02
   1.680752E+00   5.000000E-02   6.217492E-02
   1.712168E+00   5.000000E-02   6.217501E-02
   1.743584E+00   5.000000E-02   6.217510E-02
   1.775000E+00   5.000000E-02   6.217519E-02
   1.806416E+00   5.000000E-02   6.217528E-02
